"","site","psm_crit","alpha","delta_z"
"626","845",0.2,0.85,0.59955794699513
"627","845",0.21,0.85,0.64511993448742
"628","845",0.22,0.85,0.68703827970291
"629","845",0.23,0.85,0.732907859514935
"630","845",0.24,0.85,0.775992396992814
"631","845",0.25,0.85,0.817643579404892
"632","845",0.26,0.85,0.857045118759227
"633","845",0.27,0.85,0.896748915915296
"634","845",0.28,0.85,0.932616847452955
"635","845",0.29,0.85,0.969670688825123
"636","845",0.3,0.85,1.00549150718624
"637","845",0.31,0.85,1.0428774648212
"638","845",0.32,0.85,1.07798228072973
"639","845",0.33,0.85,1.11340045220249
"640","845",0.34,0.85,1.14674554386128
"641","845",0.35,0.85,1.17540497508232
"642","845",0.36,0.85,1.20924473507039
"643","845",0.37,0.85,1.23906135768268
"644","845",0.38,0.85,1.27153436402576
"645","845",0.39,0.85,1.306283751594
"646","845",0.4,0.85,1.33604364582289
"647","845",0.41,0.85,1.36683654124804
"648","845",0.42,0.85,1.39901680024725
"649","845",0.43,0.85,1.43109712242271
"650","845",0.44,0.85,1.45789976486852
"651","845",0.45,0.85,1.48687958280226
"652","845",0.46,0.85,1.51565316263562
"653","845",0.47,0.85,1.5451084674566
"654","845",0.48,0.85,1.57589494935454
"655","845",0.49,0.85,1.60616772238261
"656","845",0.5,0.85,1.6359221604144
"657","845",0.1,0.86,-0.105847267687902
"658","845",0.11,0.86,-0.0130662509689122
"659","845",0.12,0.86,0.0705596140150341
"660","845",0.13,0.86,0.150546424680411
"661","845",0.14,0.86,0.223032363012246
"662","845",0.15,0.86,0.282237474009171
"663","845",0.16,0.86,0.340258869508547
"664","845",0.17,0.86,0.400835188383771
"665","845",0.18,0.86,0.447914306684234
"666","845",0.19,0.86,0.496891928148661
"667","845",0.2,0.86,0.54194554357755
"668","845",0.21,0.86,0.588768233146049
"669","845",0.22,0.86,0.63549740125207
"670","845",0.23,0.86,0.680174549006627
"671","845",0.24,0.86,0.729127570641141
"672","845",0.25,0.86,0.770586295277289
"673","845",0.26,0.86,0.807078894026917
"674","845",0.27,0.86,0.846469532814357
"675","845",0.28,0.86,0.886263996433741
"676","845",0.29,0.86,0.923180283884866
"677","845",0.3,0.86,0.962592823625774
"678","845",0.31,0.86,0.995476835599363
"679","845",0.32,0.86,1.02913446697015
"680","845",0.33,0.86,1.06094404524939
"681","845",0.34,0.86,1.09388700598239
"682","845",0.35,0.86,1.12791317832003
"683","845",0.36,0.86,1.15949746720781
"684","845",0.37,0.86,1.19019818370673
"685","845",0.38,0.86,1.22250537681729
"686","845",0.39,0.86,1.2542288255756
"687","845",0.4,0.86,1.28451460996836
"688","845",0.41,0.86,1.31708203086301
"689","845",0.42,0.86,1.34585680678425
"690","845",0.43,0.86,1.37260327687953
"691","845",0.44,0.86,1.40402750728174
"692","845",0.45,0.86,1.43557525428438
"693","845",0.46,0.86,1.46698310469335
"694","845",0.47,0.86,1.49658749914591
"695","845",0.48,0.86,1.52214978155504
"696","845",0.49,0.86,1.55103228637244
"697","845",0.5,0.86,1.58076516205919
"698","845",0.1,0.87,-0.169328258043038
"699","845",0.11,0.87,-0.0765425251295637
"700","845",0.12,0.87,1.82571367545181e-05
"701","845",0.13,0.87,0.0791852226128136
"702","845",0.14,0.87,0.147487426830604
"703","845",0.15,0.87,0.216250153937296
"704","845",0.16,0.87,0.277478695545394
"705","845",0.17,0.87,0.33671014402646
"706","845",0.18,0.87,0.384845058124441
"707","845",0.19,0.87,0.434084330131075
"708","845",0.2,0.87,0.484662030472314
"709","845",0.21,0.87,0.526459200291477
"710","845",0.22,0.87,0.57632491962819
"711","845",0.23,0.87,0.621552262707041
"712","845",0.24,0.87,0.664941528695703
"713","845",0.25,0.87,0.703138067208485
"714","845",0.26,0.87,0.743291715388898
"715","845",0.27,0.87,0.784173246282396
"716","845",0.28,0.87,0.820512190305099
"717","845",0.29,0.87,0.85946183377469
"718","845",0.3,0.87,0.89554784850508
"719","845",0.31,0.87,0.93346736888057
"720","845",0.32,0.87,0.972698830325796
"721","845",0.33,0.87,1.00586916584051
"722","845",0.34,0.87,1.03896924910994
"723","845",0.35,0.87,1.0722087741811
"724","845",0.36,0.87,1.10836623973608
"725","845",0.37,0.87,1.14393724858542
"726","845",0.38,0.87,1.17505632987559
"727","845",0.39,0.87,1.20487614082465
"728","845",0.4,0.87,1.23903579234329
"729","845",0.41,0.87,1.26598215665197
"730","845",0.42,0.87,1.29793663924411
"731","845",0.43,0.87,1.327573784009
"732","845",0.44,0.87,1.35383459134123
"733","845",0.45,0.87,1.38029640992378
"734","845",0.46,0.87,1.40875613173402
"735","845",0.47,0.87,1.43781749656575
"736","845",0.48,0.87,1.46681224911068
"737","845",0.49,0.87,1.49427690266882
"738","845",0.5,0.87,1.52149076024862
"739","845",0.1,0.88,-0.249039362168723
"740","845",0.11,0.88,-0.167051071205869
"741","845",0.12,0.88,-0.0857672022197052
"742","845",0.13,0.88,-0.0116932465755691
"743","845",0.14,0.88,0.066809535063716
"744","845",0.15,0.88,0.130324744133009
"745","845",0.16,0.88,0.18953525095049
"746","845",0.17,0.88,0.249640442077134
"747","845",0.18,0.88,0.309835224953485
"748","845",0.19,0.88,0.363246783156329
"749","845",0.2,0.88,0.410022589341298
"750","845",0.21,0.88,0.458138895181491
"751","845",0.22,0.88,0.508611245343618
"752","845",0.23,0.88,0.552811401474975
"753","845",0.24,0.88,0.597703493990023
"754","845",0.25,0.88,0.642483070440919
"755","845",0.26,0.88,0.683382518557057
"756","845",0.27,0.88,0.71928406977195
"757","845",0.28,0.88,0.755061925958747
"758","845",0.29,0.88,0.793870518250649
"759","845",0.3,0.88,0.828292986907757
"760","845",0.31,0.88,0.860617926436981
"761","845",0.32,0.88,0.896922203253357
"762","845",0.33,0.88,0.934570288389551
"763","845",0.34,0.88,0.971454224183735
"764","845",0.35,0.88,1.00513790191966
"765","845",0.36,0.88,1.04150720167546
"766","845",0.37,0.88,1.07470842465801
"767","845",0.38,0.88,1.10787759811306
"768","845",0.39,0.88,1.14340091929022
"769","845",0.4,0.88,1.17680876929605
"770","845",0.41,0.88,1.20530171806503
"771","845",0.42,0.88,1.23424091277004
"772","845",0.43,0.88,1.26292751904633
"773","845",0.44,0.88,1.29616014627669
"774","845",0.45,0.88,1.32955674699091
"775","845",0.46,0.88,1.35879574418906
"776","845",0.47,0.88,1.39028862297
"777","845",0.48,0.88,1.41969747891598
"778","845",0.49,0.88,1.44535174678876
"779","845",0.5,0.88,1.47363639927583
"780","845",0.1,0.89,-0.344616504523809
"781","845",0.11,0.89,-0.248789493218941
"782","845",0.12,0.89,-0.159340008290469
"783","845",0.13,0.89,-0.0827139302283482
"784","845",0.14,0.89,-0.0141637272989316
"785","845",0.15,0.89,0.0454287962776789
"786","845",0.16,0.89,0.0992917905484421
"787","845",0.17,0.89,0.158697124005687
"788","845",0.18,0.89,0.224489052617094
"789","845",0.19,0.89,0.28222938938024
"790","845",0.2,0.89,0.327799967238824
"791","845",0.21,0.89,0.382091908652391
"792","845",0.22,0.89,0.431583802297731
"793","845",0.23,0.89,0.484116467099665
"794","845",0.24,0.89,0.526109440161811
"795","845",0.25,0.89,0.568995302223661
"796","845",0.26,0.89,0.609207368752528
"797","845",0.27,0.89,0.647932151879116
"798","845",0.28,0.89,0.687177518319395
"799","845",0.29,0.89,0.729607290424186
"800","845",0.3,0.89,0.767866709892788
"801","845",0.31,0.89,0.809315930690647
"802","845",0.32,0.89,0.842535614711266
"803","845",0.33,0.89,0.874728084122066
"804","845",0.34,0.89,0.910338035043492
"805","845",0.35,0.89,0.944318579448448
"806","845",0.36,0.89,0.976906098168469
"807","845",0.37,0.89,1.0085913225417
"808","845",0.38,0.89,1.0408068153623
"809","845",0.39,0.89,1.07388007037114
"810","845",0.4,0.89,1.10112250380325
"811","845",0.41,0.89,1.13596269902483
"812","845",0.42,0.89,1.16845108082776
"813","845",0.43,0.89,1.19878565512337
"814","845",0.44,0.89,1.22815080282706
"815","845",0.45,0.89,1.25980434897652
"816","845",0.46,0.89,1.28789369873728
"817","845",0.47,0.89,1.31525403368414
"818","845",0.48,0.89,1.34608187894184
"819","845",0.49,0.89,1.37082152077017
"820","845",0.5,0.89,1.40595252709627
"821","845",0.1,0.9,-0.417204486536824
"822","845",0.11,0.9,-0.337007131142829
"823","845",0.12,0.9,-0.25230626638555
"824","845",0.13,0.9,-0.181288533905339
"825","845",0.14,0.9,-0.110606366315537
"826","845",0.15,0.9,-0.0390700423933421
"827","845",0.16,0.9,0.0206367428271667
"828","845",0.17,0.9,0.0806058853279954
"829","845",0.18,0.9,0.139143422067881
"830","845",0.19,0.9,0.19508760753759
"831","845",0.2,0.9,0.24822586235228
"832","845",0.21,0.9,0.300004029763989
"833","845",0.22,0.9,0.352093839478035
"834","845",0.23,0.9,0.398352586587083
"835","845",0.24,0.9,0.447965581965907
"836","845",0.25,0.9,0.495131976882659
"837","845",0.26,0.9,0.539410624274973
"838","845",0.27,0.9,0.581903968324183
"839","845",0.28,0.9,0.624807047685481
"840","845",0.29,0.9,0.662847843678669
"841","845",0.3,0.9,0.704069257697769
"842","845",0.31,0.9,0.739103697242038
"843","845",0.32,0.9,0.774523396850002
"844","845",0.33,0.9,0.812611450512102
"845","845",0.34,0.9,0.845308504113247
"846","845",0.35,0.9,0.880736597470824
"847","845",0.36,0.9,0.912071847936283
"848","845",0.37,0.9,0.941507154148794
"849","845",0.38,0.9,0.972339929921484
"850","845",0.39,0.9,1.00721112810392
"851","845",0.4,0.9,1.03579996916609
"852","845",0.41,0.9,1.06550632254747
"853","845",0.42,0.9,1.09785919305646
"854","845",0.43,0.9,1.12999539505759
"855","845",0.44,0.9,1.16388368138383
"856","845",0.45,0.9,1.1926509664908
"857","845",0.46,0.9,1.22192144267441
"858","845",0.47,0.9,1.25117752292479
"859","845",0.48,0.9,1.28149205783455
"860","845",0.49,0.9,1.31107553736445
"861","845",0.5,0.9,1.33973823538786
"862","845",0.1,0.91,-0.520109056494985
"863","845",0.11,0.91,-0.434343341588383
"864","845",0.12,0.91,-0.350642852039236
"865","845",0.13,0.91,-0.279278771699065
"866","845",0.14,0.91,-0.19922660804339
"867","845",0.15,0.91,-0.128175419610558
"868","845",0.16,0.91,-0.0651806031737817
"869","845",0.17,0.91,0.00535396036157954
"870","845",0.18,0.91,0.0667209897652408
"871","845",0.19,0.91,0.123334441694763
"872","845",0.2,0.91,0.176400445391048
"873","845",0.21,0.91,0.235207657264705
"874","845",0.22,0.91,0.283405793519544
"875","845",0.23,0.91,0.331842596420129
"876","845",0.24,0.91,0.381707169653172
"877","845",0.25,0.91,0.421722456514779
"878","845",0.26,0.91,0.458553107089704
"879","845",0.27,0.91,0.496810762617317
"880","845",0.28,0.91,0.540447616440022
"881","845",0.29,0.91,0.582527471885175
"882","845",0.3,0.91,0.619112074408951
"883","845",0.31,0.91,0.659137250407051
"884","845",0.32,0.91,0.691407004138388
"885","845",0.33,0.91,0.730001949712858
"886","845",0.34,0.91,0.765748779666846
"887","845",0.35,0.91,0.793064486284197
"888","845",0.36,0.91,0.821808684702466
"889","845",0.37,0.91,0.863079273830141
"890","845",0.38,0.91,0.891115285452357
"891","845",0.39,0.91,0.923287231322178
"892","845",0.4,0.91,0.957177745286615
"893","845",0.41,0.91,0.990496154723604
"894","845",0.42,0.91,1.02173302996085
"895","845",0.43,0.91,1.058231422139
"896","845",0.44,0.91,1.08643454685756
"897","845",0.45,0.91,1.10732164683644
"898","845",0.46,0.91,1.13823623517782
"899","845",0.47,0.91,1.16679196965653
"900","845",0.48,0.91,1.19584747929569
"901","845",0.49,0.91,1.22873234133852
"902","845",0.5,0.91,1.25408675197254
"903","845",0.1,0.92,-0.616565446265857
"904","845",0.11,0.92,-0.531353406854394
"905","845",0.12,0.92,-0.452919195987801
"906","845",0.13,0.92,-0.369831276750636
"907","845",0.14,0.92,-0.291225863163663
"908","845",0.15,0.92,-0.212909557976357
"909","845",0.16,0.92,-0.147115097709242
"910","845",0.17,0.92,-0.0888272292463793
"911","845",0.18,0.92,-0.0247130576331622
"912","845",0.19,0.92,0.0344534117761661
"913","845",0.2,0.92,0.0849429061022025
"914","845",0.21,0.92,0.140867812550451
"915","845",0.22,0.92,0.185491357647185
"916","845",0.23,0.92,0.231945519366326
"917","845",0.24,0.92,0.280532974307574
"918","845",0.25,0.92,0.31902239292759
"919","845",0.26,0.92,0.366403507056517
"920","845",0.27,0.92,0.404790373100348
"921","845",0.28,0.92,0.440185687660043
"922","845",0.29,0.92,0.475728320419177
"923","845",0.3,0.92,0.509812146443414
"924","845",0.31,0.92,0.553465520091153
"925","845",0.32,0.92,0.584757145763584
"926","845",0.33,0.92,0.624207896674466
"927","845",0.34,0.92,0.657598257091061
"928","845",0.35,0.92,0.693134009193903
"929","845",0.36,0.92,0.725156751290999
"930","845",0.37,0.92,0.758451301560629
"931","845",0.38,0.92,0.787207773742733
"932","845",0.39,0.92,0.823049578407711
"933","845",0.4,0.92,0.85275686169179
"934","845",0.41,0.92,0.885869789922408
"935","845",0.42,0.92,0.918895911352006
"936","845",0.43,0.92,0.948774197757512
"937","845",0.44,0.92,0.98304741174877
"938","845",0.45,0.92,1.01520069194916
"939","845",0.46,0.92,1.04545931311802
"940","845",0.47,0.92,1.07300281349534
"941","845",0.48,0.92,1.10502702138526
"942","845",0.49,0.92,1.13129666107853
"943","845",0.5,0.92,1.15691551826687
"944","845",0.1,0.93,-0.735126933117633
"945","845",0.11,0.93,-0.634403168154197
"946","845",0.12,0.93,-0.54169568230198
"947","845",0.13,0.93,-0.464465292960548
"948","845",0.14,0.93,-0.396612610838237
"949","845",0.15,0.93,-0.327555704867605
"950","845",0.16,0.93,-0.262438084348608
"951","845",0.17,0.93,-0.204827761547461
"952","845",0.18,0.93,-0.147371170050275
"953","845",0.19,0.93,-0.0892359606868641
"954","845",0.2,0.93,-0.0399150271827389
"955","845",0.21,0.93,0.0218032935229204
"956","845",0.22,0.93,0.0634909717567207
"957","845",0.23,0.93,0.114320170865659
"958","845",0.24,0.93,0.159483638632978
"959","845",0.25,0.93,0.194914717292162
"960","845",0.26,0.93,0.232782072569836
"961","845",0.27,0.93,0.277646115310288
"962","845",0.28,0.93,0.321715264978734
"963","845",0.29,0.93,0.36439083109684
"964","845",0.3,0.93,0.401133574086694
"965","845",0.31,0.93,0.445363619252872
"966","845",0.32,0.93,0.483774902566178
"967","845",0.33,0.93,0.51964129269924
"968","845",0.34,0.93,0.553326545189552
"969","845",0.35,0.93,0.585279816734477
"970","845",0.36,0.93,0.616154783577381
"971","845",0.37,0.93,0.652271849363826
"972","845",0.38,0.93,0.690349888001194
"973","845",0.39,0.93,0.722091138659828
"974","845",0.4,0.93,0.752431457777788
"975","845",0.41,0.93,0.787121751317936
"976","845",0.42,0.93,0.819794055777385
"977","845",0.43,0.93,0.852177792848173
"978","845",0.44,0.93,0.883973754843073
"979","845",0.45,0.93,0.910250541691836
"980","845",0.46,0.93,0.941598824964204
"981","845",0.47,0.93,0.970517092383075
"982","845",0.48,0.93,1.00462973319382
"983","845",0.49,0.93,1.0386910038396
"984","845",0.5,0.93,1.06615626189266
"985","845",0.1,0.94,-0.859808536678352
"986","845",0.11,0.94,-0.764062236977669
"987","845",0.12,0.94,-0.67373867999237
"988","845",0.13,0.94,-0.593015867233009
"989","845",0.14,0.94,-0.515776284659412
"990","845",0.15,0.94,-0.442356075245372
"991","845",0.16,0.94,-0.376472741206243
"992","845",0.17,0.94,-0.307735405013308
"993","845",0.18,0.94,-0.251607152127428
"994","845",0.19,0.94,-0.189013277312151
"995","845",0.2,0.94,-0.13588879235288
"996","845",0.21,0.94,-0.08310555707246
"997","845",0.22,0.94,-0.0387973443494593
"998","845",0.23,0.94,0.00844176406285646
"999","845",0.24,0.94,0.0479906466527593
"1000","845",0.25,0.94,0.0967602129631693
"1001","845",0.26,0.94,0.142811035859752
"1002","845",0.27,0.94,0.188950494402059
"1003","845",0.28,0.94,0.225547091965209
"1004","845",0.29,0.94,0.262559002093755
"1005","845",0.3,0.94,0.296697622929101
"1006","845",0.31,0.94,0.334085104190427
"1007","845",0.32,0.94,0.365206519670322
"1008","845",0.33,0.94,0.403287299070239
"1009","845",0.34,0.94,0.437248046834937
"1010","845",0.35,0.94,0.465915543953514
"1011","845",0.36,0.94,0.497393614389242
"1012","845",0.37,0.94,0.530747032948367
"1013","845",0.38,0.94,0.562311673839601
"1014","845",0.39,0.94,0.593585465923698
"1015","845",0.4,0.94,0.629676976617862
"1016","845",0.41,0.94,0.662840899931478
"1017","845",0.42,0.94,0.701200175337144
"1018","845",0.43,0.94,0.739544184362744
"1019","845",0.44,0.94,0.770036050550192
"1020","845",0.45,0.94,0.801544537095951
"1021","845",0.46,0.94,0.829759354344453
"1022","845",0.47,0.94,0.861739685067594
"1023","845",0.48,0.94,0.893504933047747
"1024","845",0.49,0.94,0.918608496763648
"1025","845",0.5,0.94,0.954773598425171
"1026","845",0.1,0.95,-0.995049980261218
"1027","845",0.11,0.95,-0.897648633836661
"1028","845",0.12,0.95,-0.809447992383566
"1029","845",0.13,0.95,-0.717966797128501
"1030","845",0.14,0.95,-0.630170011180556
"1031","845",0.15,0.95,-0.566664406520571
"1032","845",0.16,0.95,-0.492766060377843
"1033","845",0.17,0.95,-0.430316008949782
"1034","845",0.18,0.95,-0.370275606611351
"1035","845",0.19,0.95,-0.314445517334173
"1036","845",0.2,0.95,-0.266122102919328
"1037","845",0.21,0.95,-0.210594401097742
"1038","845",0.22,0.95,-0.163323678866576
"1039","845",0.23,0.95,-0.117152642007223
"1040","845",0.24,0.95,-0.0806909253801475
"1041","845",0.25,0.95,-0.0366443413548941
"1042","845",0.26,0.95,0.00573229037220502
"1043","845",0.27,0.95,0.046991572475593
"1044","845",0.28,0.95,0.0850784985751972
"1045","845",0.29,0.95,0.126246583242518
"1046","845",0.3,0.95,0.160304672756623
"1047","845",0.31,0.95,0.20128949731958
"1048","845",0.32,0.95,0.238231617148531
"1049","845",0.33,0.95,0.276507231091086
"1050","845",0.34,0.95,0.309409684751528
"1051","845",0.35,0.95,0.348192627358948
"1052","845",0.36,0.95,0.386902955096624
"1053","845",0.37,0.95,0.416951319489093
"1054","845",0.38,0.95,0.4505046134072
"1055","845",0.39,0.95,0.49001027713611
"1056","845",0.4,0.95,0.518858436733476
"1057","845",0.41,0.95,0.554549295961583
"1058","845",0.42,0.95,0.584543425462583
"1059","845",0.43,0.95,0.613724200298605
"1060","845",0.44,0.95,0.646808703882967
"1061","845",0.45,0.95,0.678387246509685
"1062","845",0.46,0.95,0.710565725522695
"1063","845",0.47,0.95,0.743984252567188
"1064","845",0.48,0.95,0.774331199286485
"1065","845",0.49,0.95,0.807385148020143
"1066","845",0.5,0.95,0.837383860412991
"1067","845",0.1,0.96,-1.19418225589122
"1068","845",0.11,0.96,-1.09856808730301
"1069","845",0.12,0.96,-1.01563361388338
"1070","845",0.13,0.96,-0.926099612264514
"1071","845",0.14,0.96,-0.848254875877376
"1072","845",0.15,0.96,-0.76361128584981
"1073","845",0.16,0.96,-0.687085369638682
"1074","845",0.17,0.96,-0.622116780467063
"1075","845",0.18,0.96,-0.569058967252067
"1076","845",0.19,0.96,-0.50139679512771
"1077","845",0.2,0.96,-0.448218417759182
"1078","845",0.21,0.96,-0.390841342867617
"1079","845",0.22,0.96,-0.337057280010743
"1080","845",0.23,0.96,-0.282225518262902
"1081","845",0.24,0.96,-0.230536029555996
"1082","845",0.25,0.96,-0.189589957724563
"1083","845",0.26,0.96,-0.149369051660286
"1084","845",0.27,0.96,-0.102725022950522
"1085","845",0.28,0.96,-0.0613671492630863
"1086","845",0.29,0.96,-0.021287684666191
"1087","845",0.3,0.96,0.00844865275964668
"1088","845",0.31,0.96,0.0418565310686706
"1089","845",0.32,0.96,0.0806383920849352
"1090","845",0.33,0.96,0.12320394371775
"1091","845",0.34,0.96,0.158459680814437
"1092","845",0.35,0.96,0.196178805338833
"1093","845",0.36,0.96,0.229679741117651
"1094","845",0.37,0.96,0.267639709988622
"1095","845",0.38,0.96,0.3042989707933
"1096","845",0.39,0.96,0.339580386500405
"1097","845",0.4,0.96,0.372085916015615
"1098","845",0.41,0.96,0.412850770945525
"1099","845",0.42,0.96,0.444248574266818
"1100","845",0.43,0.96,0.47302796738402
"1101","845",0.44,0.96,0.503827451974261
"1102","845",0.45,0.96,0.524748784536454
"1103","845",0.46,0.96,0.552618233977815
"1104","845",0.47,0.96,0.581714911819872
"1105","845",0.48,0.96,0.615839299619019
"1106","845",0.49,0.96,0.645002924616394
"1107","845",0.5,0.96,0.67723524282746
"1108","845",0.1,0.97,-1.46147818226385
"1109","845",0.11,0.97,-1.35105400788763
"1110","845",0.12,0.97,-1.24660066931629
"1111","845",0.13,0.97,-1.15587131621577
"1112","845",0.14,0.97,-1.08077859921907
"1113","845",0.15,0.97,-1.00605161158521
"1114","845",0.16,0.97,-0.917674647439535
"1115","845",0.17,0.97,-0.851820914540328
"1116","845",0.18,0.97,-0.785504332279705
"1117","845",0.19,0.97,-0.740332019248978
"1118","845",0.2,0.97,-0.686502805184131
"1119","845",0.21,0.97,-0.636669997271132
"1120","845",0.22,0.97,-0.586629096875678
"1121","845",0.23,0.97,-0.541120399557666
"1122","845",0.24,0.97,-0.494668660869063
"1123","845",0.25,0.97,-0.447979480969606
"1124","845",0.26,0.97,-0.392463807494019
"1125","845",0.27,0.97,-0.330410827134405
"1126","845",0.28,0.97,-0.279910378327173
"1127","845",0.29,0.97,-0.242706541861003
"1128","845",0.3,0.97,-0.202670893332838
"1129","845",0.31,0.97,-0.167325093943096
"1130","845",0.32,0.97,-0.126092062262865
"1131","845",0.33,0.97,-0.0820164243687679
"1132","845",0.34,0.97,-0.0352076908725829
"1133","845",0.35,0.97,0.00789249213165666
"1134","845",0.36,0.97,0.0450201182922121
"1135","845",0.37,0.97,0.08921939872491
"1136","845",0.38,0.97,0.123836949212802
"1137","845",0.39,0.97,0.156177560042494
"1138","845",0.4,0.97,0.187081092572999
"1139","845",0.41,0.97,0.22193623482381
"1140","845",0.42,0.97,0.253796716584756
"1141","845",0.43,0.97,0.286222855467041
"1142","845",0.44,0.97,0.314280162008392
"1143","845",0.45,0.97,0.349552223085919
"1144","845",0.46,0.97,0.383390158473491
"1145","845",0.47,0.97,0.410715822243977
"1146","845",0.48,0.97,0.440137742410765
"1147","845",0.49,0.97,0.473590293271646
"1148","845",0.5,0.97,0.497555471674293
"1149","845",0.1,0.98,-1.90287336147648
"1150","845",0.11,0.98,-1.76024878445192
"1151","845",0.12,0.98,-1.65688843128452
"1152","845",0.13,0.98,-1.55963095482867
"1153","845",0.14,0.98,-1.48076590923171
"1154","845",0.15,0.98,-1.39512833128661
"1155","845",0.16,0.98,-1.30916706860258
"1156","845",0.17,0.98,-1.23857219774514
"1157","845",0.18,0.98,-1.17708865542668
"1158","845",0.19,0.98,-1.10957976122782
"1159","845",0.2,0.98,-1.04961771441377
"1160","845",0.21,0.98,-1.00116134168552
"1161","845",0.22,0.98,-0.951046060585648
"1162","845",0.23,0.98,-0.904907335792422
"1163","845",0.24,0.98,-0.83912752518388
"1164","845",0.25,0.98,-0.751621839470837
"1165","845",0.26,0.98,-0.705424096450208
"1166","845",0.27,0.98,-0.663811141926011
"1167","845",0.28,0.98,-0.608261435441475
"1168","845",0.29,0.98,-0.569166250172601
"1169","845",0.3,0.98,-0.530860794313934
"1170","845",0.31,0.98,-0.49314620855054
"1171","845",0.32,0.98,-0.447641260469229
"1172","845",0.33,0.98,-0.400395259220267
"1173","845",0.34,0.98,-0.358962744859388
"1174","845",0.35,0.98,-0.30553561851073
"1175","845",0.36,0.98,-0.265983200581389
"1176","845",0.37,0.98,-0.232708146196299
"1177","845",0.38,0.98,-0.199886688689544
"1178","845",0.39,0.98,-0.167383985832936
"1179","845",0.4,0.98,-0.135206121993188
"1180","845",0.41,0.98,-0.0991721413402492
"1181","845",0.42,0.98,-0.0691327163806567
"1182","845",0.43,0.98,-0.032879472050644
"1183","845",0.44,0.98,0.0141723772262159
"1184","845",0.45,0.98,0.0547029745545901
"1185","845",0.46,0.98,0.0875003026849054
"1186","845",0.47,0.98,0.11643442771366
"1187","845",0.48,0.98,0.145714202153891
"1188","845",0.49,0.98,0.195676309710092
"1189","845",0.5,0.98,0.229516876347534
"1190","845",0.1,0.99,-2.60898173784423
"1191","845",0.11,0.99,-2.51231201517329
"1192","845",0.12,0.99,-2.41382925487002
"1193","845",0.13,0.99,-2.22500303236144
"1194","845",0.14,0.99,-2.13466953562779
"1195","845",0.15,0.99,-2.0457333456168
"1196","845",0.16,0.99,-1.9687663933466
"1197","845",0.17,0.99,-1.87692086994984
"1198","845",0.18,0.99,-1.79252966487328
"1199","845",0.19,0.99,-1.71816071127054
"1200","845",0.2,0.99,-1.65679202042723
"1201","845",0.21,0.99,-1.60276524382454
"1202","845",0.22,0.99,-1.5414822891627
"1203","845",0.23,0.99,-1.48560097955688
"1204","845",0.24,0.99,-1.42357097264432
"1205","845",0.25,0.99,-1.36652795630301
"1206","845",0.26,0.99,-1.32146758909137
"1207","845",0.27,0.99,-1.25867282006894
"1208","845",0.28,0.99,-1.19732729135214
"1209","845",0.29,0.99,-1.15097081130052
"1210","845",0.3,0.99,-1.10597570335733
"1211","845",0.31,0.99,-1.0634429453353
"1212","845",0.32,0.99,-1.01670637769218
"1213","845",0.33,0.99,-0.974352525330104
"1214","845",0.34,0.99,-0.937365108207361
"1215","845",0.35,0.99,-0.893828427049923
"1216","845",0.36,0.99,-0.847256758405444
"1217","845",0.37,0.99,-0.810091236310148
"1218","845",0.38,0.99,-0.77318014981532
"1219","845",0.39,0.99,-0.722588697520797
"1220","845",0.4,0.99,-0.6714183070369
"1221","845",0.41,0.99,-0.620687868527132
"1222","845",0.42,0.99,-0.567652300068989
"1223","845",0.43,0.99,-0.516663912721695
"1224","845",0.44,0.99,-0.478518514902303
"1225","845",0.45,0.99,-0.441656930890076
"1226","845",0.46,0.99,-0.404642569617623
"1227","845",0.47,0.99,-0.368492786428973
"1228","845",0.48,0.99,-0.331088926844842
"1229","845",0.49,0.99,-0.294574591441599
"1230","845",0.5,0.99,-0.258089475302225
